id,full_id,youtube_tags,predicted_tags
s31S,v9cHs_Ce5mI,"['FIFA 15 Pack Opening', 'FUT 15', 'UT 15', 'Luckiest TOTS Pack Opening', 'AnEsongib', 'TOTS Serie A', 'TOTS Ligue 1', 'Best Tots pack opening', 'Best FIFA 15 Packs', 'FIFA 15 Ultimate Team', 'Ultimate Team', 'W2S', 'TOTS in a pack', 'Youtube Gaming', 'FIFA 15 TOTS', 'OMG', 'TEAM OF THE SEASON', 'TOTS PACK OPENING', 'FIFA 15 TOTS PACK OPENING', 'TOTS PACK OPENING FIFA 15', 'TOTS PACKS', 'BEST TOTS PACK OPENING', 'w2s', 'ksi', 'matthdgamer', 'insane tots in a pack', 'best tots pack opening', 'Mavricwolves', 'funny', 'comedy', 'fight', 'argue', 'banter']","['Game', 'Video game', 'Sports game', 'FIFA 15']"
lVYO,QvpnubpsAQ8,['mouv'],['Dance']
NBQN,PD8qy1y-wzw,"['maplestory', 'maple', 'story', 'Maple Story', 'gms', 'global', 'Global MapleStory', 'nexon', 'nexon america', 'phantom past', 'phantom historical past', ""phantom's past"", 'trailer', 'teaser', 'phantom', 'gms phantom']","['Cartoon', 'Animation', 'Trailer (promotion)', 'MapleStory']"
mo9b,8OmYYcG_LQQ,"['西尾ともや', '西尾知矢', 'ギター', 'ピッキング', '速弾き', 'ジョンペトルーシ', 'レッスン', 'John Petrucci', 'Dream Theater (Musical Group)']","['Musician', 'Guitar', 'String instrument', 'Drum kit', 'Drum', 'Acoustic guitar', 'Electric guitar', 'Drummer']"
Ondj,VvLQVEbUfss,"['Shaw', 'Top', 'Plays', 'FINAL', 'nolan smith', 'Duke']","['Basketball', 'Basketball moves']"
jk2E,a_XyPYNCoYk,"['Clip', 'ulker', 'Segment100', '27', '31', '00', '33', '18', 'universal']","['Musician', 'Dance', 'Wedding', 'Bride']"
PQAz,wCapDYP1mpM,"['table tennis', 'ITTF', 'ping pong', 'Olympics', 'Olympic Games', 'bat', 'ball', 'table tennis table', 'zhang jike', 'ma long', 'timo boll', 'wang hao', 'Liqin Lin', 'London 2012', 'Rio 2016', 'WTTC', 'China', 'Chinese', ""'Xi Zeng"", 'Yi Shuai', 'Liqin', 'Ma', 'Lin', 'Long', 'Vladimir Samsonov', 'Schlager Ovtcharov', 'Chen Qi', 'Weixing', 'Xu', 'Xin', 'Chao', 'Apolonia', 'Ryu Seung', 'Min', 'Oh', 'Sang', 'Eun', 'Joo', 'Se', 'Hyuk', 'Jean Michel Saive', 'Jan', 'Ove', 'Waldner', 'Persson', 'Jorgen', 'Kreanga', 'Kalinikos', 'Chuan', 'Chih', 'Yuan', 'Maze Michael', 'Mizutani', 'Jun', 'Kaii', 'Yoshida', 'Seiya']","['Game', 'Tennis', 'Table tennis']"
ITor,84vmz5I8KfY,"['RAPTOR', 'Wildlife', 'Ducks', 'rabbit', 'Training', 'Bird Of Prey', 'with', 'Red Tail Hawk', 'lure', 'hunting', 'Nest', 'Camera', 'Feeding', 'mew', 'Trapping', 'Nature', 'Redtail', 'Raptor Cam', 'Rabbit Hunting', 'Tail', 'pack', 'Red', 'Squirrel Hunting', 'Goose', 'Duck', 'back', 'Animals', 'Red Tail', 'Eagles', 'yarak', 'falcon', 'hawking', 'squirrel', 'CAM', 'Kestrel', 'Falconer', 'Eagle', 'Falcon (comics)', 'Raptors', 'Prey', 'Bird', 'Outdoor Sports', 'Falconry', 'Bunny', 'Falconry Album', 'Birds', '(The', 'Hunt)', 'Goshawk', 'Rabbits', 'Hawk']",['Tree']
9XuY,By81ktHmyh8,"['cortadora', 'de piso', 'cortando piso', 'instalacion de tuberia', 'tuberia de tuboplus', 'drenajes', 'tubo de agua', 'ranurar piso', 'abrir piso']","['Vehicle', 'Car', 'Machine', 'Concrete', 'Snow blower']"
ZdZD,pm3X9m2r-h8,"['Kara (band)', 'KARA', 'Gyuri', 'Seungyeon', 'Nicole', 'Hara', 'Jiyoung', '박규리', '한승연', '구하라', '정니콜', '정용주', '강지영', 'Kamilia', 'DSPEntertainment', 'SBSSuperConcert', 'America', 'LosAngeles', 'Irvine', 'Verizon', 'Wireless', 'Amphitheatre', '버라이존', '와이어리스', '앰피시어터', '어바인', '슈퍼', '콘서트', 'Pandora', 'カラ', 'ギュリ', 'パク・ギュリ', 'スンヨン', 'ハン・スンヨン', 'ニコル', 'ハラ', 'ク・ハラ', 'ジヨン', 'カン・ジヨン', 'Park Gyuri', 'Han Seungyeon', 'Goo Hara', 'Nicole Jung', 'Jung Yongjoo', 'Kang Jiyoung', '규리', '승연', '하라', '니콜', '용주', '지영']","['Concert', 'Performance art', 'Dance']"
btDC,6Gzs7rYXY4g,"['Garmin', 'Asus', 'A10', 'PDair', 'Accessories', 'Cases', 'Leather', 'Case', 'Aluminum', 'Metal', 'Silicone', 'Screen', 'Protector']","['Mobile phone', 'Smartphone', 'Gadget', 'IPhone', 'Samsung Galaxy', 'Samsung Galaxy Note series', 'Leather', 'Wallet']"
ZGEG,00dM4uil58o,"['how to make', 'tutorial', 'craft', 'crafts', 'how to make flowers', 'Paper', 'Step', 'New', 'free', 'kwiaty z bibuły', 'krok po kroku', 'rękodzieło', 'jak zrobić kwiaty', 'jak zrobić kwiaty z papieru', 'kwiaty z krepiny', 'kwiaty z papieru', 'Making', 'Diy', 'Howto', 'Origami', 'decorations', 'paper decoration', 'instruction', 'instructions', 'for kids', 'как сделать цветы из бумаги своими руками', 'шаг за шагом', 'поделки', 'из гофрированной бумаги.', 'tissue paper', 'tissue flowers', 'crepe paper', 'crepe paper flowers', 'Do It Yourself (Hobby)']",
vEVp,PetaXpT08w0,"['MW3', 'Trolling', 'Terry', 'The', 'Lairy', 'Gamer', 'Returns!']","['Game', 'Video game', 'Call of Duty', 'Call of Duty: Black Ops II', 'Call of Duty: Modern Warfare 2', 'Call of Duty: Modern Warfare 3', 'Call of Duty: Black Ops', 'Call of Duty 4: Modern Warfare', 'Xbox', 'Rage (video game)']"
ix1w,UQ-GmNfRKdI,,
fG9A,5zG7wtUSK6I,"['bici', 'montaña', 'mtb', 'bicicra']","['Cycling', 'Bicycle', 'Outdoor recreation', 'Mountain bike', 'Mountain biking', 'Trail']"
B0sp,xqC6re_xK_k,['Editor YouTube'],"['Concert', 'Performance art', 'Dance', 'Ballet', 'Ballet dancer']"
yptu,En-qCuveLzg,,['Music video']
5c2x,4If4kQg85_A,"['Hands', 'on', 'Sony', 'Ericsson', 'Xperia', 'X1', 'Cellulare-Magazine.it', 'Windows', 'Mobile', '6.1', 'QWERTY', 'HSDPA', '3G', 'touch', 'Emilio', 'Vi']","['Mobile phone', 'Smartphone', 'Gadget', 'Samsung Galaxy']"
jyYq,SV57QtGPoIo,"['the basketball diary', 'thebasketballdiary', '2012 nike pro city', 'nike pro city', 'pro city', 'pro am', 'basketball', 'pro am basketball', 'scotty hopson', 'UT', 'tennessee', 'university of tennesse', 'vols', 'volunteers', 'highlight']","['Game', 'Basketball', 'Basketball moves', 'Highlight film', 'Slam dunk']"
gYmd,jSsfjdelmHg,"['şeftali marmelatı', 'How to Peach Marmalade?', 'Wie Peach Marmalade', 'كيفية الخوخ مربى البرتقال', 'Si për Peach Marmalade', 'Përgatitja e Peach Marmalade', 'Herstellung von Peach Marmalade', 'Preparation of Peach Marmalade', 'yemek tarifleri', 'kek tarifleri', 'Peach (Organism Classification)', 'kurabiye tarifleri', 'börek tarifleri', 'yemek sitesi', 'yemek portalı', 'sofrabezi', 'en iyi yemek sitesi', 'sofra', 'sofra bezi', 'sofra düzeni', 'kış hazırlıkları', 'marmelat yapılışı', 'recipes', 'Turkish recipes']","['Food', 'Recipe', 'Cooking', 'Cuisine', 'Dish (food)', 'Vegetable', 'Fruit', 'Indian cuisine', 'Soup', 'Sauce', 'Tomato', 'Carrot', 'Tomato sauce', 'Canning', 'Fruit preserves', 'Marmalade']"
5dXJ,1UNragKCoCw,"['jehkyl', 'eff gee', ""l'entourage"", '1995', ""pas d'salade"", 'jehkyl amsterdam', 'eff gee amsterdam', '13grams', 'deen burbigo', 'clip', ""jehkyl o'neal"", ""jehkyl o'neal mixtape""]",['Music video']
Iw7s,rOtXu2y0p_4,"['Swedish', 'House', 'Mafia', 'Sebastian', 'Ingrosso', 'Steve', 'Angello', 'Axwell', 'milton', 'keynes', 'bowl', 'live', 'Steve Angello (Musical Artist)', 'Live Music', 'Concert', 'Sound', 'house', 'music', 'sweden']","['Concert', 'Music festival']"
HH6q,_xmY2UYNW4I,"['Vals', 'Venezolano', 'No.2', 'Lesson', 'ベネズエラワルツ', 'ヴェネズエラワルツ', 'ヴェネズェラワルツ']","['Musician', 'Guitar', 'String instrument', 'Acoustic guitar', 'Electric guitar']"
7el8,hyhX-pE3Ilk,"['long distance running', 'Runners', 'Kenya', 'best runners', 'Jogging', 'Training the best runners', 'CNN', 'News', 'CNN TV', 'aiming for gold', 'olympics', 'london 2012']",
uhqC,mhjnUg9bax8,"['るろうに剣心 京都大火編', 'るろうに剣心', '京都大火編', '佐藤健', '藤原竜也', '伊勢谷友介', '武井 咲', '和月伸宏', '実写', 'Rurouni Kenshin', 'Keishi Ōtomo', '浪客劍心', '電影', '日本漫畫']","['Trailer (promotion)', 'Rurouni Kenshin']"
8C8B,f3406if_pe4,"['GPO', 'MILICIA', 'EN', 'ACABATELO']",['Dance']
4ICM,ZEUfboq4cJo,"['xXTurner', 'Montage', 'Minitage', 'Combat', 'Arms', 'BR', 'EU', 'Factory', 'Sniper', 'Quick', 'Scope', 'Respect']","['Game', 'Video game', 'Call of Duty', 'Call of Duty: Modern Warfare 2', 'Call of Duty 4: Modern Warfare']"
zCzA,3w3QS6Vgp5U,"['Captain America (Fictional Character)', 'Drawing (Visual Art Form)', 'gjqm056', 'PrettyHerb', '쁘띠허브', '그림', 'ART', '그림그리기', '그림판', '그림강좌', '애니메이션', '만화그리기', '만화', '캡아', '캡틴아메이카', '영화배우', '배우', '외국배우', '히어로', 'The Hero', 'Hero', '마블', '로버트 다우니 주니어', 'Robert Downey Jr.', '아이언맨', '크리스 헴스워스', 'Chris Hemsworth', '토르', '스칼렛 요한슨', 'Scarlett Johansson', '블랙 위도우', '사무엘 L. 잭슨', 'Samuel L. Jackson', '국장 역', '제레미 레너', 'Jeremy Renner', '호크아이', '코비 스멀더스', 'Cobie Smulders', '마리아힐', '스티브 로저스', '나타샤 로마노프', '토니 스타크', '닉 퓨리', '클린트 바튼', '마크 러팔로', 'Mark Ruffalo', '브루스배너', '헐크', '어벤져스', 'The Avengers']",
S9Zj,9or9Y7HSuhc,"['Catalina031', 'Makeup', 'tutorials', 'anti aging tips', 'healthy living tips', 'menopause', 'women over 50', 'women over 40', 'women over 60', 'happiness', 'aging', 'wrinkles', 'fashion', 'style', 'Beauty', 'health', 'How', 'to', 'green', 'hazel', 'eyes', 'brown', 'hair', 'fine hair', 'gray hair', 'dry skin', 'under', 'eye', 'circles', 'ridges nails', 'Sensitive dry skin', 'Rosacea', 'Hyper', 'pigmentation', 'Simple', 'Eye', 'Remover', 'Bioderma']",
gqzZ,hhnVpdcr1Ak,"['Ken', 'Kenshiro', 'Fight mania', 'arcade game', 'Rei', 'Kiba', 'Ken-oh', 'Raoh']",
NuLo,e8Wouicll0c,"['dofus', 'dofus music', 'dofus bonta', 'bontarien', 'bonta', 'dofus music bonta', 'dofus musique', 'dofus musique bonta']","['Game', 'Dofus']"
uuSZ,oMyorJb04Wo,"['pit', 'bike', 'apollo', 'motors']","['Vehicle', 'Motorsport', 'Motorcycle', 'Motorcycling', 'Motocross', 'Enduro', 'Trail']"
3jvm,EKbn_JPifhQ,"['PESCA', 'SUB']","['Fishing', 'Underwater', 'Underwater diving']"
JbbP,Y5f1XFZgrvU,"['鉄拳レボリューション', '鉄拳']","['Game', 'Video game', 'Cartoon', 'Fighting game', 'Arcade game', 'Street Fighter', 'Tekken', 'Tekken (video game)', 'Tekken Tag Tournament 2', 'Tekken 5', 'Tekken 5: Dark Resurrection']"
1756,LjgR1FFvkLI,"['fitness bikini models', 'best weight loss program', 'MAN MAKER', 'Ab Circle Trial', 'ripped abs workout routine']","['Weight training', 'Muscle']"
lnPw,eRPdYt_103w,"['RED', 'red', 'arrows', 'flight', 'simulator', 'hawk', 'display', 'team', 'leader']","['Vehicle', 'Aircraft', 'Airplane', 'Jet aircraft', 'Aviation', 'Fighter aircraft', 'Microsoft Flight Simulator', 'Dogfight']"
7GAp,XMnt0Reo2pg,"['Andy', 'Timmons', 'The', 'Loner']","['Concert', 'Musician', 'Guitar', 'String instrument', 'Musical ensemble', 'Drum kit', 'Drum', 'Electric guitar', 'Drummer']"
thMh,o3g0FaJUQlo,"['Brave Frontier', 'Evolving', 'Falma']","['Game', 'Video game', 'One Piece', 'Brave Frontier']"
UahN,Uqn1vjxFEwo,"['Swansea', 'Flashmob']","['Dance', 'Choir']"
Z0hb,O36Qu5tCWas,"['Music', 'House', 'Club', 'Nice', 'Mix', 'New', 'Release', 'Official', 'Photoshop', 'Epic', 'Song', '2012', 'Love', 'Best', 'Yiruma', 'River flows in you', 'Dj Boor Remix', 'Amazing', 'House Music (Musical Genre)', 'Cool']",
6CuV,5uc9WMwzaiY,"['Hank', 'Azaria', 'Richard', 'Kind', ""Don't"", 'Quit', 'Night', 'Job', 'Broadway']","['Musician', 'Performance art', 'Comedy (drama)', 'Comedian']"
UoZP,oUBXIwxGchE,"['mercedes', 'benz', 'amg', 'cl63', 'fast', 'movie', 'car', 'actors', 'sound', 'exhaust', 'beautiful', 'music', 'bmw', 'lexus', 'ford', 'gm', 'rolls', 'royce', 'bentley', 'performance', 'ferrari', 'porsche', 'lamborghini', 'audi', 'live', 'cars', 'auto', 'aston', 'carrera', 'f430', 'gt3']","['Vehicle', 'Car', 'Sedan (automobile)', 'Coupé', 'Mercedes-Benz', 'Mercedes-AMG', 'Mercedes-Benz C-Class']"
tieE,GObwJJ9CWU4,"['diego', 'gomes', 'ytv', 'My Best Friends Girl', 'Benjamin Lasnier', 'Next Star', '#Supergroup', 'Super group', 'mahone', 'simpson', 'The Next Star (TV Program)', 'officialnextstar']","['Concert', 'Musician']"
gwC4,uig5_R4AhKc,"['grand', 'theft', 'auto', 'iv', 'lcpdfr', 'els', 'emergency', 'lightning', 'system', 'first', 'response', 'mod', 'pursuit', 'domestic', 'call', 'code', 'three', 'code3', 'police', 'gtaiv', 'gta4']","['Game', 'Video game', 'Action-adventure game', 'Sports car', 'Grand Theft Auto IV', 'Grand Theft Auto: The Lost and Damned', 'Niko Bellic']"
Qi2n,lWlj7HFtuxc,"['gremio', 'treino', 'grenal', 'grêmio', 'roger', 'olimpico', 'monumental', 'imortal', 'tricolor', 'geral', 'festa', 'show', 'brasileiro', 'brasileirão', '2008', 'gol']","['Association football', 'Stadium']"
eM0B,LUyt1UzMWRE,"['Dicas', 'Galaxy Note', 'Samsung', 'Celular', 'smartphone', 'phablet']","['Mobile phone', 'Smartphone', 'Gadget', 'Personal computer', 'Samsung Galaxy', 'Tablet computer', 'Samsung Galaxy Tab series']"
IVbg,1Pg0mUTz8mY,"['Forro Universitario', 'Teresina', 'Academia']",['Dance']
sndX,5HoHTkopjG0,['zeehond koepeltje'],"['Animal', 'Pet', 'Fishing']"
mhYF,tJXAEuqLO64,"['COLECIONADOR', 'DE', 'ORQUIDEAS']","['Plant', 'Gardening']"
oQ56,W66BxOQztqo,,"['Cartoon', 'Animation', 'Dragon Ball']"
JXZv,ONUK4jQO0-0,"['Swim', 'Marina', 'Fire Eating', 'Mermaid', 'MeduSirena', 'Aquaticat', 'Aquatic', 'Performer', 'dancer', 'retro', 'kitsch', 'Chacon', 'Retro Style', 'Fish', 'Tiki', 'Glamour', 'AquaBurlesque', 'Fire', 'Oasis', 'Hukilau', 'Modernism', 'Underwater', 'Swimming', 'Water', 'Hollywood', 'Pool', 'Diving', 'Classic', 'palm', 'springs', 'vintage', 'roadside', 'fort', 'lauderdale', 'san', 'diego', 'los', 'angeles', 'San Diego', 'Florida', 'Miami', 'aquatica']","['Music video', 'Underwater', 'Swimming pool', 'Mermaid']"
NfqX,QDn-mMaU5BY,"['Kseniya', 'Simonova', 'Valery', 'Gergiev', 'Ксения', 'Симонова', 'Валерий', 'Гергиев', 'опера', 'Троянцы', 'music', 'act', 'making', 'fun', 'the', 'first', 'winner', 'of', ""Ukraine's"", 'Got', 'Talent']",
pxIx,vp56xE5lZ-8,"['Dadi', 'emmanuel', 'thievent', 'quelvent', 'guitar', 'fingerstyle', 'thumbstyle', 'tommy']","['Concert', 'Musician', 'Guitar', 'String instrument', 'Acoustic guitar']"
rRZQ,yIikuIkWEKk,"['Validar', 'ativar', 'windows', 'facil']",
Rojf,Ku67cR5MAqg,"['Fire', 'alarms', 'simplex', '4001', '4004']",
BKX1,HjzEnt6q0KI,"['Sonic', 'the', 'Hedgehog', 'Nexus', 'Sonexus']","['Cartoon', 'Animation', 'Sonic the Hedgehog', 'Sonic the Hedgehog (character)', 'Shadow the Hedgehog', 'Tails (character)', 'Knuckles the Echidna']"
5bIF,2KJO7V5JvFA,"['YouTube Editor', 'slot machine win', 'pokie', 'big win', 'max bet', 'monopoly', 'venetian', 'gambling', 'slot bonus', 'jackpot', 'las vegas']","['Game', 'Video game', 'Machine', 'Arcade game', 'Slot machine', 'Video game arcade cabinet', 'Monopoly (game)']"
SkX2,6Fa_dA7MjXY,"['skoda', 'fabia', 'essai', 'vidéo', 'auto', 'test', 'citadine']","['Vehicle', 'Car', 'Sport utility vehicle', 'Volkswagen', 'Hatchback', None, 'Volkswagen Golf', 'Renault', 'Škoda Auto', 'Station wagon', 'Škoda Octavia']"
OUjK,J8yu9NKIyuI,,"['Cartoon', 'Animation', 'Trailer (promotion)', 'Dragon Ball', 'Goku', 'Gohan', 'Trunks (Dragon Ball)']"
Jl8q,83qAPQ92uaA,"['monster', 'high', 'song']",['Monster High']
qDKz,l2IEzMEJ9wc,['00038'],
IRwg,bgOX6U4P7bI,"['Alpha', 'Wrapper', 'Boxer']","['Food', 'Machine', 'Paper', 'Factory', 'Printing', 'Envelope']"
TWl7,CtZFhkmIv-Y,"['call', 'of', 'duty', 'black', 'ops', 'montage', 'venom', 'sniper', 'luckyshotproductions', 'snipinator', 'trickshots', 'celldweller', 'switchback', 'pickle9000']","['Game', 'Video game', 'Call of Duty', 'Call of Duty: Modern Warfare 2', 'Call of Duty: Black Ops', 'Warface']"
i2HM,iYEiXiS0IYE,"['gtboard', 'gtboard.com', 'gustav', 'sweden', 'europe', 'cars', 'car', 'rolling', 'runs', 'mtm', 'audi', 'rs6', 'sedan', '743 hp', 'manhart', 'racing', 'bmw m6', 'coupe', 'f12', 'f11', 'manhart m6', 'stage 4', 'Gustav Träff', 'Gustav', 'Träff']","['Vehicle', 'Car', 'Driving', 'Sedan (automobile)', 'Coupé', None, None, 'Subaru', 'Lexus', None, 'Lexus IS']"
9lqP,HxGkMNqBRjA,"['Computer', 'Laptop', 'Nvidia', 'Core', 'Windows', 'Drive', 'Computer (magazine)', 'Notebook', 'Ram', 'Asus', 'Graphics', 'Duo', 'Monitor', 'Quad', 'Mobile Device', 'acer', 'acer aspire', 'acer aspire one', 'acer aspire one 756', 'acer laptop', 'acer netbook', 'acer computer', 'asus', 'asus computer', 'asus laptop', 'asus netbook', 'dual core', 'windows 8 touch screen', 'windows 7', '11.6 inches screen', 'powerful', 'fast', 'boot up', 'booting up', 'restart', 'restart time', 'review', 'match', 'comparisson', 'led backlight display', 'core i3 processor']","['Gadget', 'Personal computer', 'Microsoft Windows', 'Laptop', 'Computer', 'Computer hardware', 'Computer keyboard', 'Asus', 'Hard disk drive', 'Netbook', 'Acer Inc.', 'HP Pavilion (computer)', 'Acer Aspire', 'Toshiba Satellite']"
kyAH,JAU6hXPXV7s,['innebandy'],"['Game', 'Association football', 'Basketball', 'Hockey', 'Handball']"
ZrJa,8uEipCnpxu8,"['The', 'Sims', 'House', 'Building', 'Design', 'Best', 'Garden', 'Chrillsims3', 'Wibbkelikeajelly', 'Pets', 'Mansion', 'Modern', 'Rustic', 'JohnAdrian', 'JohnAdrain', 'Mellirsims3', 'Architecture']","['Game', 'House', 'The Sims', None, 'Building', 'The Sims 3', 'The Sims 4', 'The Sims (video game)', 'Mansion']"
XpUV,2eNhIcnRxM0,,"['Concert', 'Musician', 'Guitar', 'String instrument']"
hs6f,BfD-O0_pP2c,"['subida', 'a', 'agiña', 'lesaka', 'eskukos']","['Vehicle', 'Car', 'Motorsport', 'Racing', 'Sports car', 'Drifting (motorsport)', 'Rallying', 'Race track']"
Rhyb,dPsV9iG4Hfo,"['august', 'burns', 'red', 'august burns red', 'abr', 'ABR', 'leveler', 'empire', 'live', 'hd', 'high', 'definition', 'eastpak', 'antidote', 'tour', 'eastpak antidote tour', '2011', '01', '11', 'toulouse', 'france', 'le', 'bikini', 'paris', 'london', 'europe', 'novembre', 'november', 'concert', 'show', 'panasonic', 'lumix', 'DMC', 'TZ7', 'tz7', 'official', 'music', 'video', 'solid', 'state', 'records']","['Concert', 'Musician', 'Performance art']"
t35i,o28_Vmt7t-8,"['Andy Roddick', 'Wimbledon', 'Final', 'Roger Federer', 'Novak Djokovic', 'Tennis', 'Andy Murray', 'Rafael Nadal', 'US OPEN']",
tnQl,vIFwtT-cJSU,"['Traumflieger', 'Canon', 'eos', 'qualität', 'fotografie', 'naturfotografie', 'action', 'jpg', 'jpeg', 'raw', 'test', 'tutorial', 'editing', 'photography', 'video review', 'howto', 'german', 'educational', 'instruction', 'outdoor', 'sport', 'speed']",
pNvz,4lcKHOWkq14,,"['Racing', 'Cycling', 'Bicycle', 'Road bicycle', 'Road bicycle racing']"
VMFR,AndUHWnTxHo,['sorry lagg'],"['Game', 'AdventureQuest Worlds']"
a3dy,BIDrhQscZSE,"['Julius Peppers', 'Chicago Bears', 'Israel Idonije', 'Football']",
qi57,vGFzQ8tPB1A,['s'],"['Game', 'Video game', 'Association football', 'Sports game', 'Wii', 'Pro Evolution Soccer', 'PlayStation (console)', 'Pro Evolution Soccer 2015']"
1SQ9,Acttt3dqeoc,"['Day Dreams', 'दिन में सपने', 'Panchatantra Tales', 'Panchatantra', 'Tales', 'generations', 'Cartoon', 'animation', 'videos', 'stories', 'hindi story', 'short moral stories', 'bedtime story', 'best story', 'hindi kids story', 'Story For Kids', 'Hindi Story For Kids', 'small stories for kids', 'Kids Hindi Story', 'Preschool', 'funny', 'crazy', 'Entertainment', 'Cartoon Movie', 'education', 'hindi', 'kids video', 'Kids Story', 'hit story', 'children stories', 'inspiring stories', 'funny indian cartoon stories', 'kahaniyan']","['Cartoon', 'Animation']"
0xFy,-D1o2AHPJl8,"['graffiti hà nội việt nam', 'graffiti viet nam', '2014']","['Art', 'Drawing', 'Painting', 'Graffiti', 'Street art', 'Mural']"
ljNo,wE_D75R4WS8,"['Bryan Oviedo (Football Player)', 'Everton F.C. (Football Team)', 'Costa Rica National Football Team (Football Team)', 'Goodison Park (Sports Facility)']",
YRgI,QYHc43xMiIs,"['halo reach', 'haloreachbeta', 'halo reach live action']",['Trailer (promotion)']
Bt5p,iOeZNz5YDWg,['PICT0001'],"['Vehicle', 'Car']"
6Lep,iOKPavqbGnE,"['Fiat 500 Club Nederland', 'voorjaarsrit', 'de club van 500']","['Vehicle', 'Car']"
BLxU,_Sx1DMI9qGM,"['lana del rey', 'lana del rey makeup', 'lana del rey makeup tutorial', 'lana del rey H&M', 'sharzad kiadeh', 'sharzy76', 'beauty guru', 'celebrity makeup', 'mac cosmetics', 'mac makeup', 'physicians formula']","['Cosmetics', 'Eye shadow']"
Vi28,TlNRUH_9Hgo,"['Flytec', 'Race', 'Rally', 'moyes', 'hang', 'glider', 'dragonfly', 'litespeed', 'ultralite', 'microlite', 'aerobatics']","['Vehicle', 'Aircraft', 'Airplane', 'Gliding', 'Ultralight aviation', 'Glider (aircraft)', 'Glider (sailplane)', 'Hang gliding']"
nwhx,LkrdsYBbbSk,"['PC-24', '«Ярс»', 'межконтинентальная', 'баллистическая', 'ракета']","['Vehicle', 'Tank']"
NqIX,2FSt--YyOEs,"['alesana', 'apology', 'knitting', 'factory', 'nyc']","['Concert', 'Musician', 'Performance art', 'Musical ensemble']"
iLE8,eY55nJC9yr4,"['Blog', 'Vlog', 'Piper', 'Aircraft', 'Plane', 'Airfield', 'Cessna', 'C152', 'Landing', 'Take', 'Off', 'Netherthorpe', 'Flying', 'Aviation', 'GoPro2', 'Hero', 'Pilot', 'Pilots', 'VFR', 'Aero', 'club', 'GA', 'General', 'boeing', 'airbus', 'crash', 'landing', 'takeoff', 'flare', 'yorkshire', 'england', 'united', 'kingdom', 'europe', 'manchester', 'airport', 'heathrow', 'obama', 'airfields', 'london', 'capital', 'gatwick', 'newcastle', 'edinburgh', 'ireland', 'schiphol', 'sandtoft', 'tatenhill', 'full', 'sutton', 'york', 'east', 'midlands', 'doncaster', 'leeds', 'bradford', 'humberside', 'flying', 'netherthorpe', 'airfield', 'egnf', 'tiree', 'Tiree (Island)']","['Vehicle', 'Aircraft', 'Airplane', 'Landing', 'Aviation', 'Parachuting', 'Aerobatics']"
